Time,Displacement,Force,Strain 1
(s),(mm),(kN),(%)
0.00000,0.00010,0.00020,0.00000
0.02000,0.00010,0.00020,0.00000
0.04000,0.00020,0.00030,0.00000
0.06000,0.00030,0.00010,0.00000
0.08000,0.00070,0.00010,0.00000
0.10000,0.00120,0.00020,0.00000
0.12000,0.00170,0.00010,0.00000
0.14000,0.00220,0.00010,0.00000
0.16000,0.00260,0.00010,-0.00010
0.18000,0.00290,0.00010,-0.00010
0.20000,0.00320,0.00030,0.00000
0.22000,0.00350,0.00030,0.00000
0.24000,0.00380,0.00020,0.00000
0.26000,0.00410,0.00020,0.00000
0.28000,0.00460,0.00020,0.00000
0.30000,0.00500,0.00030,-0.00010
0.32000,0.00550,0.00010,0.00000
0.34000,0.00590,0.00010,0.00000
0.36000,0.00630,0.00020,0.00000
0.38000,0.00660,0.00040,0.00000
0.40000,0.00690,0.00040,-0.00010
0.42000,0.00720,0.00030,-0.00010
0.44000,0.00760,0.00030,0.00000
0.46000,0.00780,0.00030,0.00000
0.48000,0.00810,0.00040,0.00000
0.50000,0.00840,0.00040,-0.00010
0.52000,0.00860,0.00040,-0.00010
0.54000,0.00890,0.00030,-0.00010
0.56000,0.00920,0.00030,0.00000
0.58000,0.00950,0.00020,0.00000
0.60000,0.01000,0.00030,0.00000
0.62000,0.01040,0.00040,-0.00010
0.64000,0.01080,0.00030,-0.00010
0.66000,0.01120,0.00020,0.00000
0.68000,0.01160,0.00030,0.00000
0.70000,0.01190,0.00030,0.00000
0.72000,0.01220,0.00030,0.00000
0.74000,0.01250,0.00040,0.00000
0.76000,0.01280,0.00040,0.00000
0.78000,0.01310,0.00040,0.00000
0.80000,0.01330,0.00030,0.00000
0.82000,0.01360,0.00030,0.00000
0.84000,0.01390,0.00030,0.00000
0.86000,0.01420,0.00030,0.00000
0.88000,0.01460,0.00030,0.00000
0.90000,0.01500,0.00030,0.00000
0.92000,0.01540,0.00020,0.00000
0.94000,0.01590,0.00030,0.00000
0.96000,0.01630,0.00030,0.00000
0.98000,0.01660,0.00020,0.00000
1.00000,0.01690,0.00020,0.00000
1.02000,0.01720,0.00030,0.00000
1.04000,0.01760,0.00030,0.00000
1.06000,0.01780,0.00030,0.00000
1.08000,0.01810,0.00030,0.00000
1.10000,0.01840,0.00040,0.00000
1.12000,0.01860,0.00040,0.00000
1.14000,0.01890,0.00040,-0.00010
1.16000,0.01920,0.00050,0.00000
1.18000,0.01960,0.00030,0.00000
1.20000,0.01990,0.00030,0.00000
1.22000,0.02040,0.00030,0.00000
1.24000,0.02080,0.00030,-0.00010
1.26000,0.02120,0.00020,0.00000
1.28000,0.02150,0.00030,0.00000
1.30000,0.02190,0.00040,0.00010
1.32000,0.02220,0.00040,0.00010
1.34000,0.02250,0.00030,0.00000
1.36000,0.02280,0.00020,-0.00010
1.38000,0.02310,0.00030,-0.00010
1.40000,0.02340,0.00030,0.00000
1.42000,0.02360,0.00020,0.00000
1.44000,0.02390,0.00020,0.00000
1.46000,0.02420,0.00030,0.00000
1.48000,0.02450,0.00030,-0.00010
1.50000,0.02500,0.00040,-0.00010
1.52000,0.02540,0.00040,0.00000
1.54000,0.02580,0.00030,0.00000
1.56000,0.02620,0.00040,0.00000
1.58000,0.02660,0.00030,0.00000
1.60000,0.02690,0.00040,0.00000
1.62000,0.02730,0.00040,0.00000
1.64000,0.02750,0.00030,0.00000
1.66000,0.02790,0.00040,0.00000
1.68000,0.02810,0.00040,0.00000
1.70000,0.02840,0.00030,0.00000
1.72000,0.02870,0.00030,-0.00010
1.74000,0.02890,0.00030,-0.00010
1.76000,0.02920,0.00020,0.00000
