Time,Displacement,Force
(s),(mm),(N)
3.7000,1.2337,331.9008
3.7200,1.2404,333.3887
3.7400,1.2470,334.8965
3.7600,1.2535,336.4189
3.7800,1.2601,337.9472
3.8000,1.2670,339.5070
3.8200,1.2735,341.0961
3.8400,1.2802,342.6183
3.8600,1.2870,344.1360
3.8800,1.2940,345.7425
3.9000,1.3006,347.3438
3.9200,1.3073,348.9148
3.9400,1.3141,350.4775
3.9600,1.3208,352.0327
3.9800,1.3277,353.5763
4.0000,1.3344,355.1306
4.0200,1.3409,356.6846
4.0400,1.3472,358.0962
4.0600,1.3537,359.4838
4.0800,1.3604,360.9019
4.1000,1.3668,362.3646
4.1200,1.3736,363.8306
4.1400,1.3804,365.3444
4.1600,1.3869,366.8511
4.1800,1.3936,368.3211
4.2000,1.4006,369.8298
4.2200,1.4072,371.3903
4.2400,1.4137,372.8707
4.2600,1.4206,374.3067
4.2800,1.4273,375.7573
4.3000,1.4339,377.2353
4.3200,1.4409,378.7165
4.3400,1.4478,380.2528
4.3600,1.4543,381.8112
4.3800,1.4608,383.2598
4.4000,1.4673,384.6367
4.4200,1.4737,385.9647
4.4400,1.4801,387.2706
4.4600,1.4868,388.6111
4.4800,1.4934,390.0283
4.5000,1.5000,391.4673
4.5200,1.5069,392.9160
4.5400,1.5138,394.4186
4.5600,1.5206,395.9470
4.5800,1.5272,397.4322
4.6000,1.5339,398.8710
4.6200,1.5406,400.2973
4.6400,1.5472,401.6769
4.6600,1.5541,403.0717
4.6800,1.5608,404.5233
4.7000,1.5675,405.9787
4.7200,1.5744,407.3725
4.7400,1.5810,408.7912
4.7600,1.5874,410.1929
4.7800,1.5937,411.4956
4.8000,1.6004,412.7826
4.8200,1.6069,414.1202
4.8400,1.6132,415.4489
4.8600,1.6201,416.7522
4.8800,1.6269,418.1386
4.9000,1.6335,419.5549
4.9200,1.6404,420.9164
4.9400,1.6473,422.3388
4.9600,1.6541,423.8253
4.9800,1.6606,425.2434
5.0000,1.6673,426.5925
5.0200,1.6740,427.9447
5.0400,1.6806,429.2929
5.0600,1.6875,430.6243
5.0800,1.6943,432.0187
5.1000,1.7007,433.4112
5.1200,1.7073,434.7397
5.1400,1.7139,436.0403
5.1600,1.7204,437.3372
5.1800,1.7268,438.5989
5.2000,1.7334,439.8406
5.2200,1.7401,441.1398
5.2400,1.7467,442.4867
5.2600,1.7536,443.8116
5.2800,1.7607,445.1599
5.3000,1.7675,446.5806
5.3200,1.7741,447.9847
5.3400,1.7809,449.3262
5.3600,1.7874,450.6344
5.3800,1.7939,451.8772
5.4000,1.8007,453.1116
5.4200,1.8075,454.4456
5.4400,1.8140,455.8124
5.4600,1.8208,457.1172
5.4800,1.8274,458.3979
5.5000,1.8339,459.6472
5.5200,1.8402,460.8615
5.5400,1.8469,462.0687
5.5600,1.8535,463.2939
5.5800,1.8600,464.5770
5.6000,1.8668,465.8360
5.6200,1.8738,467.1240
5.6400,1.8805,468.4588
5.6600,1.8872,469.7676
5.6800,1.8942,471.0892
5.7000,1.9008,472.4194
5.7200,1.9072,473.6426
5.7400,1.9140,474.8475
5.7600,1.9209,476.0809
5.7800,1.9273,477.3286
5.8000,1.9340,478.5514
5.8200,1.9407,479.7537
5.8400,1.9472,480.9532
5.8600,1.9537,482.1537
5.8800,1.9603,483.3631
5.9000,1.9668,484.5768
5.9200,1.9734,485.7458
5.9400,1.9803,486.9115
5.9600,1.9871,488.1516
5.9800,1.9937,489.4245
6.0000,2.0006,490.6436
6.0200,2.0074,491.8649
6.0400,2.0141,493.1173
6.0600,2.0209,494.3445
6.0800,2.0276,495.5705
6.1000,2.0342,496.8218
6.1200,2.0407,498.0161
6.1400,2.0474,499.1647
6.1600,2.0539,500.3212
6.1800,2.0603,501.4834
6.2000,2.0670,502.6066
6.2200,2.0738,503.7707
6.2400,2.0804,504.9588
6.2600,2.0869,506.1306
6.2800,2.0936,507.3058
6.3000,2.1002,508.4639
6.3200,2.1069,509.6294
6.3400,2.1137,510.7768
6.3600,2.1204,511.9214
6.3800,2.1271,513.1185
6.4000,2.1340,514.3047
6.4200,2.1409,515.5391
6.4400,2.1477,516.8046
6.4600,2.1542,518.0219
6.4800,2.1609,519.1588
6.5000,2.1674,520.2524
6.5200,2.1739,521.3270
6.5400,2.1804,522.4104
6.5600,2.1870,523.4947
6.5800,2.1936,524.6134
6.6000,2.2002,525.7260
6.6200,2.2070,526.8658
6.6400,2.2137,528.0358
6.6600,2.2200,529.1620
6.6800,2.2268,530.2094
6.7000,2.2336,531.2626
6.7200,2.2403,532.4204
6.7400,2.2472,533.5966
6.7600,2.2540,534.7729
6.7800,2.2609,535.9655
6.8000,2.2676,537.1393
6.8200,2.2743,538.2621
6.8400,2.2810,539.3556
6.8600,2.2872,540.4175
6.8800,2.2938,541.4152
6.9000,2.3004,542.4147
6.9200,2.3069,543.4557
6.9400,2.3135,544.5046
6.9600,2.3204,545.5720
6.9800,2.3271,546.6886
7.0000,2.3336,547.7928
7.0200,2.3403,548.8562
7.0400,2.3471,549.9230
7.0600,2.3538,550.9919
7.0800,2.3604,552.0623
7.1000,2.3672,553.1168
7.1200,2.3739,554.1870
7.1400,2.3806,555.2501
7.1600,2.3877,556.3395
7.1800,2.3944,557.4901
7.2000,2.4009,558.5961
7.2200,2.4075,559.6103
7.2400,2.4139,560.5889
7.2600,2.4203,561.5184
7.2800,2.4270,562.4376
7.3000,2.4337,563.4497
7.3200,2.4402,564.4676
7.3400,2.4469,565.4705
7.3600,2.4537,566.5346
7.3800,2.4604,567.5579
7.4000,2.4669,568.5847
7.4200,2.4737,569.5712
7.4400,2.4806,570.5793
7.4600,2.4872,571.6238
7.4800,2.4939,572.6658
7.5000,2.5008,573.6723
7.5200,2.5076,574.7101
7.5400,2.5142,575.7584
7.5600,2.5211,576.7626
7.5800,2.5276,577.7549
7.6000,2.5337,578.6969
7.6200,2.5403,579.5708
7.6400,2.5470,580.4540
7.6600,2.5535,581.4319
7.6800,2.5602,582.3937
7.7000,2.5670,583.3743
7.7200,2.5737,584.3658
7.7400,2.5803,585.3403
7.7600,2.5872,586.3099
7.7800,2.5939,587.3046
7.8000,2.6005,588.2927
7.8200,2.6073,589.2317
7.8400,2.6140,590.1787
7.8600,2.6206,591.1459
7.8800,2.6273,592.0961
7.9000,2.6343,593.0442
7.9200,2.6410,594.0240
7.9400,2.6474,594.9958
7.9600,2.6539,595.9039
7.9800,2.6604,596.7592
8.0000,2.6669,597.6333
8.0200,2.6734,598.5349
8.0400,2.6801,599.4351
8.0600,2.6868,600.3833
8.0800,2.6934,601.3343
8.1000,2.7004,602.2822
8.1200,2.7074,603.2994
8.1400,2.7139,604.2910
8.1600,2.7206,605.1595
8.1800,2.7274,606.0317
8.2000,2.7342,606.9675
8.2200,2.7409,607.9064
8.2400,2.7477,608.8227
8.2600,2.7544,609.7715
8.2800,2.7607,610.6695
8.3000,2.7672,611.4905
8.3200,2.7737,612.2961
8.3400,2.7802,613.1249
8.3600,2.7868,613.9309
8.3800,2.7937,614.7801
8.4000,2.8003,615.7016
8.4200,2.8068,616.6035
8.4400,2.8137,617.4721
8.4600,2.8206,618.3723
8.4800,2.8271,619.3073
8.5000,2.8339,620.1961
8.5200,2.8408,621.0894
8.5400,2.8474,622.0077
8.5600,2.8540,622.8638
8.5800,2.8610,623.6946
8.6000,2.8676,624.5900
8.6200,2.8742,625.4669
