Time,Displacement,Force
(s),(mm),(N)
0.0000,0.0000,0.1772
0.0200,0.0000,0.1512
0.0400,0.0000,0.1429
0.0600,0.0000,0.1356
0.0800,0.0000,0.1400
0.1000,0.0002,0.1600
0.1200,0.0004,0.1808
0.1400,0.0006,0.2037
0.1600,0.0008,0.3183
0.1800,0.0013,0.4910
0.2000,0.0020,0.7774
0.2200,0.0028,1.2556
0.2400,0.0039,1.9428
0.2600,0.0051,2.8337
0.2800,0.0064,3.8408
0.3000,0.0077,4.8639
0.3200,0.0089,5.9537
0.3400,0.0100,7.0316
0.3600,0.0112,8.0566
0.3800,0.0123,9.0203
0.4000,0.0131,9.8721
0.4200,0.0137,10.5665
0.4400,0.0144,11.1099
0.4600,0.0152,11.6442
0.4800,0.0161,12.2614
0.5000,0.0168,12.9243
0.5200,0.0175,13.5420
0.5400,0.0182,14.0879
0.5600,0.0188,14.6037
0.5800,0.0195,15.1095
0.6000,0.0202,15.6338
0.6200,0.0208,16.1691
0.6400,0.0215,16.6944
0.6600,0.0221,17.1973
0.6800,0.0228,17.7026
0.7000,0.0234,18.1850
0.7200,0.0240,18.6688
0.7400,0.0247,19.1422
0.7600,0.0253,19.6388
0.7800,0.0261,20.1516
0.8000,0.0267,20.6890
0.8200,0.0274,21.2227
0.8400,0.0281,21.7724
0.8600,0.0287,22.2824
0.8800,0.0293,22.7669
0.9000,0.0300,23.2307
0.9200,0.0306,23.7018
0.9400,0.0312,24.1903
0.9600,0.0318,24.6299
0.9800,0.0323,25.0595
1.0000,0.0331,25.5430
1.0200,0.0338,26.1016
1.0400,0.0345,26.6713
1.0600,0.0353,27.2509
1.0800,0.0358,27.7977
1.1000,0.0364,28.2862
1.1200,0.0371,28.7071
1.1400,0.0378,29.1800
1.1600,0.0386,29.7128
1.1800,0.0393,30.3135
1.2000,0.0400,30.8991
1.2200,0.0407,31.4709
1.2400,0.0413,31.9759
1.2600,0.0420,32.4460
1.2800,0.0426,32.9215
1.3000,0.0432,33.3987
1.3200,0.0439,33.8360
1.3400,0.0445,34.2794
1.3600,0.0451,34.7534
1.3800,0.0458,35.2409
1.4000,0.0464,35.7494
1.4200,0.0471,36.1949
1.4400,0.0478,36.6719
1.4600,0.0485,37.2082
1.4800,0.0492,37.7873
1.5000,0.0499,38.3236
1.5200,0.0505,38.8460
1.5400,0.0512,39.3190
1.5600,0.0518,39.7867
1.5800,0.0524,40.2387
1.6000,0.0531,40.6873
1.6200,0.0537,41.1567
1.6400,0.0543,41.6635
1.6600,0.0550,42.1309
1.6800,0.0558,42.6276
1.7000,0.0565,43.1851
1.7200,0.0573,43.7567
1.7400,0.0580,44.3052
1.7600,0.0586,44.8521
1.7800,0.0591,45.2850
1.8000,0.0599,45.7110
1.8200,0.0607,46.2115
1.8400,0.0614,46.7780
1.8600,0.0621,47.3574
1.8800,0.0628,47.9196
1.9000,0.0635,48.4502
1.9200,0.0641,48.9693
1.9400,0.0647,49.4332
1.9600,0.0654,49.8649
1.9800,0.0660,50.3160
2.0000,0.0667,50.8054
2.0200,0.0674,51.3131
2.0400,0.0680,51.8007
2.0600,0.0686,52.2729
2.0800,0.0692,52.7023
2.1000,0.0699,53.1373
2.1200,0.0706,53.6157
2.1400,0.0714,54.1447
2.1600,0.0720,54.7047
2.1800,0.0727,55.2185
2.2000,0.0733,55.6936
2.2200,0.0740,56.1549
2.2400,0.0746,56.6288
2.2600,0.0752,57.0722
2.2800,0.0758,57.5194
2.3000,0.0764,57.9564
2.3200,0.0771,58.3697
2.3400,0.0778,58.8333
2.3600,0.0785,59.3527
2.3800,0.0792,59.8653
2.4000,0.0799,60.3891
2.4200,0.0806,60.8981
2.4400,0.0812,61.4115
2.4600,0.0819,61.9018
2.4800,0.0826,62.3872
2.5000,0.0835,62.9082
2.5200,0.0842,63.4788
2.5400,0.0849,64.0449
2.5600,0.0856,64.5929
2.5800,0.0863,65.1067
2.6000,0.0869,65.6217
2.6200,0.0876,66.0695
2.6400,0.0882,66.4713
2.6600,0.0888,66.9107
2.6800,0.0895,67.3863
2.7000,0.0901,67.8797
2.7200,0.0908,68.3254
2.7400,0.0914,68.7571
2.7600,0.0920,69.1822
2.7800,0.0927,69.6726
2.8000,0.0935,70.1930
2.8200,0.0942,70.7459
2.8400,0.0948,71.2539
2.8600,0.0955,71.7399
2.8800,0.0961,72.2027
2.9000,0.0968,72.6832
2.9200,0.0974,73.1489
2.9400,0.0980,73.5760
2.9600,0.0985,73.9794
2.9800,0.0990,74.3454
3.0000,0.0998,74.7247
3.0200,0.1005,75.1957
3.0400,0.1013,75.7395
3.0600,0.1021,76.3102
3.0800,0.1028,76.9045
3.1000,0.1034,77.4697
3.1200,0.1040,77.9334
3.1400,0.1046,78.3135
3.1600,0.1052,78.6923
3.1800,0.1060,79.1331
