Time,Displacement,Force
(s),(mm),(N)
0.000000,0.000000,0.292400
0.020000,0.000400,0.294200
0.040000,0.002100,0.351800
0.060000,0.009000,0.897100
0.080000,0.018400,2.806200
0.100000,0.027700,5.856600
0.120000,0.037000,9.077400
0.140000,0.045200,11.895800
0.160000,0.052800,14.248800
0.180000,0.060100,16.409500
0.200000,0.066900,18.598200
0.220000,0.073700,20.738400
0.240000,0.080400,22.855300
0.260000,0.087100,25.040300
0.280000,0.093700,27.219800
0.300000,0.100700,29.373700
0.320000,0.107300,31.548000
0.340000,0.113800,33.624100
0.360000,0.120500,35.640200
0.380000,0.127000,37.708300
0.400000,0.133400,39.743000
0.420000,0.139800,41.673000
0.440000,0.146600,43.610300
0.460000,0.153200,45.629500
0.480000,0.160000,47.642500
0.500000,0.166900,49.635300
0.520000,0.173800,51.692200
0.540000,0.180600,53.758900
0.560000,0.187200,55.801200
0.580000,0.194100,57.838300
0.600000,0.200600,59.856700
0.620000,0.207100,61.769400
0.640000,0.213900,63.686400
0.660000,0.220800,65.667300
0.680000,0.227300,67.680900
0.700000,0.233900,69.653500
0.720000,0.240600,71.581300
0.740000,0.247100,73.480400
0.760000,0.253500,75.339400
0.780000,0.260200,77.211200
0.800000,0.266800,79.137000
0.820000,0.273300,81.065900
0.840000,0.280100,82.976700
0.860000,0.287000,84.910200
0.880000,0.293600,86.861100
0.900000,0.300500,88.801900
0.920000,0.307400,90.747800
0.940000,0.314100,92.717800
0.960000,0.320600,94.659300
0.980000,0.327500,96.561000
1.000000,0.334200,98.467900
1.020000,0.340700,100.339000
1.040000,0.347300,102.164300
1.060000,0.353900,104.007500
1.080000,0.360400,105.854500
1.100000,0.366900,107.666800
1.120000,0.373600,109.487900
1.140000,0.380100,111.341000
1.160000,0.386700,113.179900
1.180000,0.393500,114.993400
1.200000,0.400200,116.845600
1.220000,0.406900,118.720500
1.240000,0.413900,120.601400
1.260000,0.420700,122.513000
1.280000,0.427500,124.392800
1.300000,0.434200,126.254100
1.320000,0.440900,128.103800
1.340000,0.447500,129.950900
1.360000,0.454200,131.750400
1.380000,0.460900,133.541400
1.400000,0.467400,135.310500
1.420000,0.474000,137.070000
1.440000,0.480500,138.825000
1.460000,0.487100,140.597600
1.480000,0.493700,142.385700
1.500000,0.500300,144.135800
1.520000,0.507200,145.902100
1.540000,0.513700,147.701900
1.560000,0.520300,149.483300
1.580000,0.527100,151.256000
1.600000,0.534100,153.093600
1.620000,0.540600,154.938300
1.640000,0.547400,156.725600
1.660000,0.554200,158.494000
1.680000,0.560800,160.269100
1.700000,0.567500,162.064600
1.720000,0.574200,163.866000
1.740000,0.580700,165.651800
1.760000,0.587300,167.371700
1.780000,0.594100,169.066300
1.800000,0.600500,170.766000
1.820000,0.607000,172.472100
1.840000,0.613500,174.134800
1.860000,0.620300,175.794000
1.880000,0.626900,177.515500
1.900000,0.633400,179.206000
1.920000,0.640300,180.927100
1.940000,0.647200,182.730000
1.960000,0.654000,184.530800
1.980000,0.660900,186.315400
2.000000,0.667500,188.090500
2.020000,0.674000,189.791700
2.040000,0.680700,191.469700
2.060000,0.687700,193.179200
2.080000,0.694400,194.927400
2.100000,0.700800,196.672600
2.120000,0.707300,198.310200
2.140000,0.713900,199.909500
2.160000,0.720400,201.551700
2.180000,0.726900,203.177300
2.200000,0.733600,204.850200
2.220000,0.740400,206.559000
2.240000,0.746900,208.278300
2.260000,0.753900,209.973500
2.280000,0.760600,211.710600
2.300000,0.767100,213.447300
2.320000,0.773900,215.124600
2.340000,0.780600,216.811300
2.360000,0.787200,218.499900
2.380000,0.793900,220.166800
2.400000,0.800900,221.847900
2.420000,0.807700,223.589200
2.440000,0.814500,225.334400
2.460000,0.821100,227.043800
2.480000,0.827500,228.683900
2.500000,0.833700,230.249100
2.520000,0.840100,231.760600
2.540000,0.846700,233.317700
2.560000,0.853400,234.931900
2.580000,0.860000,236.587800
2.600000,0.867000,238.271300
2.620000,0.874000,239.965500
2.640000,0.880700,241.684800
2.660000,0.887400,243.392000
2.680000,0.894000,245.069800
2.700000,0.900600,246.722500
2.720000,0.907300,248.333300
2.740000,0.914100,249.936800
2.760000,0.920800,251.571000
2.780000,0.927600,253.225200
2.800000,0.934400,254.882700
2.820000,0.941000,256.567300
2.840000,0.947400,258.194500
2.860000,0.953900,259.742600
2.880000,0.960300,261.259000
2.900000,0.966800,262.756700
2.920000,0.973200,264.279700
2.940000,0.980100,265.865300
2.960000,0.986900,267.514800
2.980000,0.993800,269.176200
3.000000,1.000800,270.836100
3.020000,1.007400,272.489300
3.040000,1.013900,274.096600
3.060000,1.020500,275.621100
3.080000,1.027200,277.169700
3.100000,1.033900,278.790900
3.120000,1.040800,280.441700
3.140000,1.047700,282.080500
3.160000,1.054400,283.726200
3.180000,1.060700,285.314100
3.200000,1.067500,286.853800
3.220000,1.073800,288.394200
3.240000,1.080300,289.921500
3.260000,1.086800,291.409200
3.280000,1.093400,292.898600
3.300000,1.100200,294.426500
3.320000,1.106800,295.973300
3.340000,1.113900,297.569500
3.360000,1.120700,299.208900
3.380000,1.127300,300.836000
3.400000,1.134200,302.389200
3.420000,1.140800,303.932600
3.440000,1.147300,305.462100
3.460000,1.154000,306.958300
3.480000,1.160800,308.496000
3.500000,1.167600,310.066300
3.520000,1.174100,311.599200
3.540000,1.180800,313.083700
3.560000,1.187400,314.605300
3.580000,1.193900,316.113400
3.600000,1.200300,317.573500
3.620000,1.206900,319.032900
3.640000,1.213400,320.469000
3.660000,1.220000,321.909900
3.680000,1.227000,323.393500
3.700000,1.233900,324.957500
3.720000,1.240600,326.540800
3.740000,1.247500,328.088300
3.760000,1.254300,329.652100
3.780000,1.260800,331.214300
3.800000,1.267400,332.680400
3.820000,1.274300,334.088600
3.840000,1.280900,335.559400
3.860000,1.287400,337.034400
3.880000,1.294100,338.482700
3.900000,1.300700,339.926800
3.920000,1.307100,341.361600
3.940000,1.313700,342.778400
3.960000,1.320300,344.186000
3.980000,1.326700,345.604700
4.000000,1.333300,346.997500
4.020000,1.340200,348.390500
4.040000,1.347000,349.876100
4.060000,1.353700,351.382800
4.080000,1.360700,352.865800
4.100000,1.367700,354.397200
4.120000,1.374300,355.900800
4.140000,1.381000,357.322400
4.160000,1.387500,358.742400
4.180000,1.394100,360.142900
4.200000,1.400700,361.518400
4.220000,1.407600,362.944500
4.240000,1.414100,364.373500
4.260000,1.420400,365.743700
4.280000,1.427300,367.093000
4.300000,1.433900,368.518400
4.320000,1.440400,369.942400
4.340000,1.447000,371.331100
4.360000,1.453600,372.714600
4.380000,1.460200,374.093500
4.400000,1.467000,375.437500
4.420000,1.473800,376.838000
4.440000,1.480500,378.260800
4.460000,1.487300,379.668900
4.480000,1.494200,381.092800
4.500000,1.501000,382.552000
4.520000,1.507500,383.944900
4.540000,1.514100,385.293900
4.560000,1.520800,386.637800
4.580000,1.527300,387.987800
4.600000,1.533900,389.332000
4.620000,1.540600,390.664800
4.640000,1.547100,392.019000
4.660000,1.553600,393.393600
4.680000,1.560300,394.734300
4.700000,1.567100,396.087400
4.720000,1.573600,397.436600
4.740000,1.580200,398.733900
4.760000,1.587000,400.032400
4.780000,1.593700,401.386200
4.800000,1.600400,402.752700
4.820000,1.607300,404.135400
4.840000,1.614200,405.518000
4.860000,1.620900,406.913100
4.880000,1.627700,408.265800
4.900000,1.634500,409.614900
4.920000,1.640900,410.954100
4.940000,1.647200,412.213600
4.960000,1.654000,413.433700
4.980000,1.660600,414.711000
5.000000,1.666900,416.008600
5.020000,1.673700,417.271500
5.040000,1.680400,418.529700
5.060000,1.687000,419.835700
5.080000,1.693600,421.136200
5.100000,1.700400,422.412400
5.120000,1.707100,423.726500
5.140000,1.713700,425.015800
5.160000,1.720700,426.281800
5.180000,1.727400,427.615900
5.200000,1.734000,428.933900
5.220000,1.740800,430.210800
5.240000,1.747700,431.495100
5.260000,1.754400,432.821800
5.280000,1.760900,434.122200
5.300000,1.767400,435.385100
5.320000,1.773900,436.593900
5.340000,1.780300,437.748600
5.360000,1.786900,438.907600
5.380000,1.793500,440.101800
5.400000,1.800200,441.318300
5.420000,1.807000,442.608700
5.440000,1.813800,443.896800
5.460000,1.820500,445.201000
5.480000,1.827100,446.475500
5.500000,1.834000,447.705200
5.520000,1.840600,448.946600
5.540000,1.847200,450.190300
5.560000,1.854100,451.444000
5.580000,1.860900,452.695600
5.600000,1.867800,453.942500
5.620000,1.874500,455.216400
5.640000,1.881100,456.483800
5.660000,1.887400,457.705800
5.680000,1.893700,458.805300
5.700000,1.900300,459.886600
5.720000,1.907000,461.005400
5.740000,1.913600,462.175700
5.760000,1.920300,463.359600
5.780000,1.927300,464.570000
5.800000,1.933900,465.838000
5.820000,1.940500,467.057800
5.840000,1.947300,468.223400
5.860000,1.953900,469.413000
5.880000,1.960500,470.605400
5.900000,1.967400,471.756100
5.920000,1.974000,472.951400
5.940000,1.980700,474.182900
5.960000,1.987600,475.377800
5.980000,1.994300,476.594300
6.000000,2.000800,477.799700
6.020000,2.007400,478.951000
6.040000,2.013900,480.036300
6.060000,2.020300,481.140000
6.080000,2.026700,482.218500
6.100000,2.033300,483.275900
6.120000,2.040000,484.417800
6.140000,2.046700,485.582900
6.160000,2.053700,486.779800
6.180000,2.060800,488.051400
6.200000,2.067600,489.337400
6.220000,2.074100,490.536600
6.240000,2.080800,491.665600
6.260000,2.087500,492.781500
6.280000,2.094000,493.868200
6.300000,2.100800,494.958500
6.320000,2.107600,496.129900
6.340000,2.114300,497.344200
6.360000,2.120900,498.521200
6.380000,2.127600,499.623700
6.400000,2.134100,500.714800
6.420000,2.140200,501.773700
6.440000,2.146700,502.753300
6.460000,2.153300,503.753400
6.480000,2.159900,504.844100
6.500000,2.166800,505.957300
6.520000,2.173800,507.072700
6.540000,2.180600,508.264900
6.560000,2.187300,509.459700
6.580000,2.194200,510.624600
6.600000,2.200800,511.767000
6.620000,2.207300,512.841000
6.640000,2.214100,513.830700
6.660000,2.220900,514.901200
6.680000,2.227600,516.020100
6.700000,2.234200,517.152200
6.720000,2.241000,518.261100
6.740000,2.247500,519.356100
6.760000,2.253900,520.402400
6.780000,2.260400,521.387700
6.800000,2.266800,522.375100
6.820000,2.273400,523.372900
6.840000,2.280100,524.355600
6.860000,2.287000,525.413600
6.880000,2.293800,526.513800
6.900000,2.300700,527.628900
6.920000,2.307500,528.754400
6.940000,2.314100,529.838500
6.960000,2.320700,530.895400
6.980000,2.327500,531.925700
7.000000,2.334200,532.981300
7.020000,2.340800,534.025800
7.040000,2.347500,535.030000
7.060000,2.354100,536.053800
7.080000,2.360800,537.071200
7.100000,2.367400,538.097200
7.120000,2.374100,539.113300
7.140000,2.380600,540.133200
7.160000,2.387000,541.122300
7.180000,2.393600,542.104200
7.200000,2.400300,543.116300
7.220000,2.406900,544.114800
7.240000,2.413600,545.098600
7.260000,2.420600,546.128700
7.280000,2.427300,547.189100
7.300000,2.434200,548.236600
7.320000,2.441000,549.290700
7.340000,2.447600,550.327600
7.360000,2.454300,551.351400
7.380000,2.460900,552.321100
7.400000,2.467400,553.264400
7.420000,2.473900,554.217000
7.440000,2.480500,555.157700
7.460000,2.487100,556.099700
7.480000,2.493700,557.085700
7.500000,2.500300,558.057000
7.520000,2.507000,559.041600
7.540000,2.513800,560.065700
7.560000,2.520200,561.044200
7.580000,2.527100,562.012600
7.600000,2.533900,563.025000
7.620000,2.540700,564.040400
7.640000,2.547400,565.013900
7.660000,2.554400,565.988500
7.680000,2.561000,567.020000
7.700000,2.567600,567.997900
7.720000,2.574400,568.930600
7.740000,2.580900,569.900900
7.760000,2.587400,570.851200
7.780000,2.593900,571.739300
7.800000,2.600500,572.623100
7.820000,2.607000,573.532100
7.840000,2.613500,574.417400
7.860000,2.620400,575.312900
7.880000,2.627100,576.278100
7.900000,2.633600,577.255600
7.920000,2.640300,578.150700
7.940000,2.647000,579.051500
7.960000,2.653700,579.986500
7.980000,2.660500,580.922700
8.000000,2.667500,581.894700
8.020000,2.674200,582.883200
8.040000,2.680800,583.844700
8.060000,2.687900,584.785900
8.080000,2.694500,585.753500
8.100000,2.700900,586.662700
8.120000,2.707400,587.479400
8.140000,2.714000,588.276600
8.160000,2.720500,589.126800
8.180000,2.727000,589.984000
8.200000,2.733700,590.828500
8.220000,2.740400,591.715000
8.240000,2.747000,592.662800
8.260000,2.753800,593.596400
8.280000,2.760500,594.489800
8.300000,2.767100,595.346400
8.320000,2.773800,596.183200
8.340000,2.780600,597.051000
8.360000,2.787300,597.941700
8.380000,2.794000,598.834800
8.400000,2.800900,599.759800
8.420000,2.807600,600.697200
8.440000,2.814200,601.582600
8.460000,2.821100,602.450400
8.480000,2.827500,603.327800
8.500000,2.833900,604.174900
8.520000,2.840400,604.949200
8.540000,2.847000,605.712000
8.560000,2.853600,606.541200
8.580000,2.860100,607.367700
8.600000,2.867000,608.174900
8.620000,2.873700,609.051100
8.640000,2.880400,609.941800
8.660000,2.887300,610.805500
8.680000,2.894000,611.675200
8.700000,2.900500,612.531600
8.720000,2.907200,613.336700
8.740000,2.914100,614.143900
8.760000,2.920700,614.985500
8.780000,2.927500,615.824800
8.800000,2.934500,616.722700
8.820000,2.941000,617.609500
8.840000,2.947400,618.429800
8.860000,2.953700,619.129200
8.880000,2.960200,619.837800
8.900000,2.966900,620.611400
8.920000,2.973300,621.380400
8.940000,2.980100,622.149600
8.960000,2.986800,622.975100
8.980000,2.993700,623.849700
9.000000,3.000600,624.734900
9.020000,3.007500,625.626500
9.040000,3.014100,626.484300
9.060000,3.020600,627.267300
9.080000,3.027300,628.015000
9.100000,3.033800,628.800900
9.120000,3.040500,629.561800
9.140000,3.047600,630.363800
9.160000,3.054600,631.238000
9.180000,3.061100,632.121400
9.200000,3.067700,632.899400
9.220000,3.074200,633.631300
9.240000,3.080400,634.357200
9.260000,3.086700,635.021400
9.280000,3.093400,635.671700
9.300000,3.100000,636.419000
9.320000,3.106600,637.194200
9.340000,3.113700,637.973800
9.360000,3.120700,638.798000
9.380000,3.127400,639.663800
9.400000,3.134100,640.465500
9.420000,3.140700,641.237900
9.440000,3.147400,641.988500
9.460000,3.154000,642.726200
9.480000,3.160800,643.443900
9.500000,3.167500,644.216500
9.520000,3.174300,645.005300
9.540000,3.181000,645.773500
9.560000,3.187600,646.527800
9.580000,3.194100,647.248200
9.600000,3.200400,647.925700
9.620000,3.206900,648.581400
9.640000,3.213400,649.218300
9.660000,3.219800,649.885100
9.680000,3.226700,650.586900
9.700000,3.233400,651.336900
9.720000,3.240400,652.112600
9.740000,3.247600,652.913100
9.760000,3.254400,653.724900
9.780000,3.261000,654.527200
9.800000,3.267400,655.240700
9.820000,3.274200,655.894100
9.840000,3.280800,656.595300
9.860000,3.287500,657.338400
9.880000,3.294300,658.064100
9.900000,3.301100,658.791900
9.920000,3.307600,659.496300
9.940000,3.314100,660.170800
9.960000,3.320700,660.810600
9.980000,3.326900,661.473800
10.000000,3.333400,662.090500
10.020000,3.340100,662.707000
10.040000,3.346800,663.411000
10.060000,3.353500,664.140300
10.080000,3.360600,664.854200
10.100000,3.367500,665.607900
10.120000,3.374300,666.400900
10.140000,3.381100,667.115200
10.160000,3.387700,667.844100
10.180000,3.394100,668.550000
10.200000,3.400600,669.170000
10.220000,3.407300,669.754200
10.240000,3.413900,670.413400
10.260000,3.420500,671.098000
10.280000,3.427400,671.740300
10.300000,3.434000,672.442400
10.320000,3.440500,673.158800
10.340000,3.447000,673.788300
10.360000,3.453700,674.380900
10.380000,3.460300,675.033600
10.400000,3.466800,675.663900
10.420000,3.473700,676.351000
10.440000,3.480500,677.048400
10.460000,3.487200,677.767700
10.480000,3.494100,678.475600
10.500000,3.500900,679.192600
10.520000,3.507700,679.920200
10.540000,3.514300,680.603500
10.560000,3.521000,681.232300
10.580000,3.527700,681.870800
10.600000,3.534000,682.456100
10.620000,3.540600,683.007100
10.640000,3.547300,683.627600
10.660000,3.553800,684.310500
10.680000,3.560400,684.960900
10.700000,3.567200,685.593600
10.720000,3.573700,686.217400
10.740000,3.580200,686.818700
10.760000,3.587000,687.400900
10.780000,3.593700,688.040500
10.800000,3.600300,688.715500
10.820000,3.607300,689.360400
10.840000,3.614300,690.047700
10.860000,3.620900,690.753700
10.880000,3.627500,691.405200
10.900000,3.634300,692.017900
10.920000,3.641000,692.652000
10.940000,3.647400,693.251100
10.960000,3.654100,693.805100
10.980000,3.660500,694.362600
11.000000,3.666900,694.946900
11.020000,3.673500,695.524000
11.040000,3.680400,696.097700
11.060000,3.687100,696.750400
11.080000,3.693800,697.390900
11.100000,3.700600,698.010900
11.120000,3.707200,698.621900
11.140000,3.713800,699.225300
11.160000,3.720500,699.817700
11.180000,3.727200,700.407500
11.200000,3.734000,701.016900
11.220000,3.740700,701.633800
11.240000,3.747600,702.214900
11.260000,3.754300,702.843900
11.280000,3.760900,703.477100
11.300000,3.767600,704.050600
11.320000,3.774000,704.599000
11.340000,3.780400,705.125400
11.360000,3.787000,705.614600
11.380000,3.793600,706.153800
11.400000,3.800200,706.753000
11.420000,3.807100,707.343800
11.440000,3.814000,707.980800
11.460000,3.820600,708.637400
11.480000,3.827100,709.219000
11.500000,3.833900,709.756100
11.520000,3.840500,710.302200
11.540000,3.847000,710.880100
11.560000,3.853900,711.419100
11.580000,3.860800,712.012000
11.600000,3.867600,712.628800
11.620000,3.874300,713.261600
11.640000,3.881300,713.881500
11.660000,3.887700,714.484700
11.680000,3.893800,714.992300
11.700000,3.900400,715.442300
11.720000,3.907000,715.945700
11.740000,3.913400,716.464900
11.760000,3.920000,716.956100
11.780000,3.927000,717.491300
11.800000,3.933600,718.083700
11.820000,3.940300,718.699700
11.840000,3.947200,719.293900
11.860000,3.953800,719.870400
11.880000,3.960400,720.407000
11.900000,3.967400,720.949500
11.920000,3.974100,721.534900
11.940000,3.980700,722.133000
11.960000,3.987600,722.686300
11.980000,3.994400,723.231900
12.000000,4.001100,723.812200
12.020000,4.007600,724.368800
12.040000,4.014100,724.895900
12.060000,4.020500,725.378900
12.080000,4.026900,725.804300
12.100000,4.033500,726.225400
12.120000,4.040200,726.689800
12.140000,4.046900,727.258300
12.160000,4.053600,727.851600
12.180000,4.060600,728.435700
12.200000,4.067500,729.026900
12.220000,4.073900,729.596400
12.240000,4.080600,730.098900
12.260000,4.087300,730.620400
12.280000,4.093900,731.139300
12.300000,4.100700,731.665200
12.320000,4.107500,732.185800
12.340000,4.114200,732.730800
12.360000,4.120800,733.310500
12.380000,4.127600,733.824200
12.400000,4.134100,734.306200
12.420000,4.140400,734.791000
12.440000,4.146900,735.215100
12.460000,4.153500,735.656500
12.480000,4.160200,736.137400
12.500000,4.166900,736.634000
12.520000,4.173600,737.155200
12.540000,4.180500,737.689100
12.560000,4.187200,738.244000
12.580000,4.194200,738.786000
12.600000,4.200900,739.362100
12.620000,4.207500,739.909500
12.640000,4.214100,740.390500
12.660000,4.220700,740.874100
12.680000,4.227500,741.344500
12.700000,4.234200,741.844900
12.720000,4.241000,742.382300
12.740000,4.247500,742.912900
12.760000,4.254000,743.373800
12.780000,4.260600,743.809200
12.800000,4.267100,744.241500
12.820000,4.273500,744.692900
12.840000,4.280000,745.095700
12.860000,4.286800,745.547900
12.880000,4.293600,746.068600
12.900000,4.300300,746.588500
12.920000,4.307400,747.131500
12.940000,4.314200,747.680900
