Time,Displacement,Force,Strain 1
(s),(mm),(kN),(%)
0.000000,71.946700,0.001800,0.000000
0.020000,71.946800,0.001900,0.000000
0.040000,71.946800,0.001800,0.000100
0.060000,71.947000,0.001800,0.000100
0.080000,71.947200,0.002000,0.000100
0.100000,71.947500,0.002300,0.000100
0.120000,71.948000,0.002500,0.000200
0.140000,71.948500,0.002700,0.000300
0.160000,71.949100,0.003000,0.000300
0.180000,71.949600,0.003200,0.000400
0.200000,71.950000,0.003300,0.000400
0.220000,71.950400,0.003600,0.000400
0.240000,71.950800,0.003800,0.000400
0.260000,71.951100,0.004000,0.000500
0.280000,71.951300,0.004100,0.000500
0.300000,71.951700,0.004200,0.000500
0.320000,71.951900,0.004200,0.000500
0.340000,71.952200,0.004400,0.000500
0.360000,71.952500,0.004700,0.000500
0.380000,71.952800,0.005000,0.000500
0.400000,71.953300,0.005100,0.000600
0.420000,71.953700,0.005400,0.000600
0.440000,71.954100,0.005600,0.000700
0.460000,71.954600,0.005800,0.000700
0.480000,71.954900,0.006000,0.000700
0.500000,71.955200,0.006200,0.000700
0.520000,71.955500,0.006500,0.000700
0.540000,71.955800,0.006700,0.000800
0.560000,71.956100,0.006800,0.000800
0.580000,71.956400,0.007000,0.000800
0.600000,71.956600,0.007100,0.000800
0.620000,71.956900,0.007200,0.000900
0.640000,71.957200,0.007400,0.000900
0.660000,71.957500,0.007600,0.000900
0.680000,71.957900,0.007700,0.000900
0.700000,71.958400,0.007900,0.001000
0.720000,71.958800,0.008200,0.001000
0.740000,71.959200,0.008500,0.001000
0.760000,71.959600,0.008700,0.001100
0.780000,71.960000,0.008800,0.001100
0.800000,71.960300,0.008900,0.001100
0.820000,71.960600,0.009000,0.001100
0.840000,71.960900,0.009200,0.001100
0.860000,71.961200,0.009400,0.001200
0.880000,71.961400,0.009300,0.001200
0.900000,71.961700,0.009500,0.001200
0.920000,71.961900,0.009600,0.001200
0.940000,71.962200,0.009600,0.001200
0.960000,71.962500,0.009600,0.001200
0.980000,71.962800,0.009700,0.001200
1.000000,71.963200,0.010000,0.001200
1.020000,71.963700,0.010300,0.001300
1.040000,71.964100,0.010600,0.001300
1.060000,71.964500,0.010800,0.001300
1.080000,71.964800,0.011000,0.001300
1.100000,71.965200,0.011200,0.001300
1.120000,71.965500,0.011200,0.001300
1.140000,71.965900,0.011200,0.001300
1.160000,71.966100,0.011200,0.001200
1.180000,71.966400,0.011400,0.001200
1.200000,71.966700,0.011600,0.001300
1.220000,71.967000,0.011900,0.001300
1.240000,71.967200,0.012100,0.001400
1.260000,71.967500,0.012200,0.001400
1.280000,71.967900,0.012400,0.001400
1.300000,71.968300,0.012600,0.001400
1.320000,71.968800,0.013000,0.001500
1.340000,71.969200,0.013500,0.001500
1.360000,71.969600,0.013900,0.001600
1.380000,71.970000,0.014000,0.001600
1.400000,71.970300,0.014200,0.001600
1.420000,71.970600,0.014400,0.001700
1.440000,71.970800,0.014600,0.001700
1.460000,71.971200,0.014900,0.001700
1.480000,71.971400,0.015000,0.001800
1.500000,71.971700,0.015200,0.001800
1.520000,71.972000,0.015400,0.001800
1.540000,71.972200,0.015700,0.001900
1.560000,71.972600,0.015800,0.001900
1.580000,71.972800,0.016000,0.001900
1.600000,71.973200,0.016200,0.001900
1.620000,71.973600,0.016500,0.002000
1.640000,71.974100,0.017100,0.002000
1.660000,71.974500,0.017600,0.002100
1.680000,71.974900,0.018000,0.002200
1.700000,71.975300,0.018200,0.002200
1.720000,71.975600,0.018300,0.002200
1.740000,71.975900,0.018600,0.002300
1.760000,71.976200,0.018800,0.002300
1.780000,71.976500,0.019000,0.002300
1.800000,71.976700,0.019200,0.002300
1.820000,71.977100,0.019400,0.002400
1.840000,71.977300,0.019700,0.002400
1.860000,71.977600,0.019700,0.002500
1.880000,71.977900,0.020100,0.002500
1.900000,71.978300,0.020600,0.002500
1.920000,71.978700,0.020800,0.002500
1.940000,71.979100,0.021300,0.002600
1.960000,71.979600,0.021600,0.002600
1.980000,71.979900,0.022000,0.002700
2.000000,71.980200,0.022100,0.002700
2.020000,71.980500,0.022400,0.002700
2.040000,71.980900,0.022600,0.002800
2.060000,71.981200,0.022700,0.002800
2.080000,71.981500,0.022800,0.002800
2.100000,71.981800,0.023200,0.002800
2.120000,71.982000,0.023400,0.002800
2.140000,71.982300,0.023400,0.002900
2.160000,71.982600,0.023500,0.002900
2.180000,71.982900,0.023700,0.002900
2.200000,71.983200,0.023800,0.002900
2.220000,71.983600,0.024000,0.002900
2.240000,71.984000,0.024300,0.003000
2.260000,71.984500,0.024800,0.003100
2.280000,71.984900,0.025300,0.003100
2.300000,71.985300,0.025500,0.003100
2.320000,71.985600,0.025600,0.003100
2.340000,71.986000,0.025600,0.003100
2.360000,71.986300,0.025800,0.003200
2.380000,71.986500,0.025900,0.003200
2.400000,71.986900,0.025900,0.003200
2.420000,71.987100,0.025900,0.003200
2.440000,71.987300,0.025900,0.003100
2.460000,71.987600,0.025900,0.003100
2.480000,71.987900,0.026100,0.003200
2.500000,71.988300,0.026400,0.003200
2.520000,71.988600,0.026500,0.003200
2.540000,71.989100,0.026700,0.003300
2.560000,71.989500,0.027100,0.003300
2.580000,71.989900,0.027600,0.003300
2.600000,71.990200,0.027800,0.003400
2.620000,71.990600,0.028100,0.003400
2.640000,71.990900,0.028300,0.003400
2.660000,71.991200,0.028300,0.003400
2.680000,71.991500,0.028400,0.003400
2.700000,71.991800,0.028300,0.003400
2.720000,71.992100,0.028500,0.003400
2.740000,71.992400,0.028800,0.003400
2.760000,71.992600,0.028800,0.003400
2.780000,71.992900,0.028800,0.003500
2.800000,71.993200,0.028900,0.003500
2.820000,71.993600,0.029200,0.003400
2.840000,71.994000,0.029500,0.003500
2.860000,71.994500,0.029700,0.003500
2.880000,71.994900,0.030100,0.003600
2.900000,71.995300,0.030400,0.003600
2.920000,71.995600,0.030500,0.003600
2.940000,71.996000,0.030500,0.003600
2.960000,71.996300,0.030600,0.003600
2.980000,71.996600,0.030500,0.003600
3.000000,71.996800,0.030400,0.003600
3.020000,71.997100,0.030200,0.003600
3.040000,71.997400,0.030200,0.003600
3.060000,71.997600,0.030200,0.003600
3.080000,71.997900,0.030300,0.003600
3.100000,71.998200,0.030200,0.003600
3.120000,71.998500,0.030500,0.003600
3.140000,71.999000,0.030600,0.003600
3.160000,71.999400,0.030900,0.003600
3.180000,71.999900,0.031200,0.003700
3.200000,72.000300,0.031600,0.003700
3.220000,72.000600,0.031700,0.003800
3.240000,72.000900,0.031600,0.003800
3.260000,72.001200,0.031600,0.003800
3.280000,72.001500,0.031500,0.003700
3.300000,72.001900,0.031500,0.003700
3.320000,72.002100,0.031500,0.003700
3.340000,72.002400,0.031600,0.003700
3.360000,72.002700,0.031500,0.003700
3.380000,72.003000,0.031400,0.003700
3.400000,72.003300,0.031400,0.003700
3.420000,72.003600,0.031500,0.003700
3.440000,72.004000,0.031700,0.003700
3.460000,72.004400,0.032000,0.003800
3.480000,72.004900,0.032200,0.003800
3.500000,72.005200,0.032600,0.003800
3.520000,72.005600,0.032900,0.003900
3.540000,72.005900,0.033000,0.003900
3.560000,72.006300,0.033100,0.003900
3.580000,72.006500,0.033100,0.003900
3.600000,72.006800,0.032900,0.003900
3.620000,72.007100,0.033000,0.003900
3.640000,72.007400,0.033200,0.003900
3.660000,72.007700,0.033300,0.003900
3.680000,72.007900,0.033300,0.003900
3.700000,72.008200,0.033300,0.003900
3.720000,72.008500,0.033300,0.003900
3.740000,72.008900,0.033600,0.003900
3.760000,72.009300,0.033900,0.004000
3.780000,72.009800,0.034200,0.004000
3.800000,72.010200,0.034400,0.004100
3.820000,72.010600,0.034600,0.004100
3.840000,72.011000,0.034900,0.004100
3.860000,72.011200,0.034900,0.004100
3.880000,72.011600,0.035000,0.004100
3.900000,72.011900,0.035000,0.004100
3.920000,72.012100,0.035000,0.004100
3.940000,72.012500,0.035000,0.004100
3.960000,72.012700,0.034900,0.004100
3.980000,72.013000,0.034900,0.004100
4.000000,72.013300,0.035000,0.004100
4.020000,72.013500,0.035000,0.004100
4.040000,72.013900,0.035100,0.004100
4.060000,72.014300,0.035400,0.004200
4.080000,72.014800,0.035900,0.004200
4.100000,72.015100,0.036300,0.004200
4.120000,72.015600,0.036600,0.004300
4.140000,72.015900,0.036800,0.004300
4.160000,72.016200,0.036800,0.004300
4.180000,72.016500,0.036800,0.004300
4.200000,72.016900,0.036900,0.004300
4.220000,72.017100,0.036900,0.004300
4.240000,72.017500,0.036800,0.004300
4.260000,72.017700,0.036900,0.004300
