Time,Displacement,Force
(s),(mm),(N)
0.0000,0.0000,0.3682
0.0200,0.0000,0.3706
0.0400,0.0000,0.3933
0.0600,0.0000,0.3992
0.0800,0.0000,0.3753
0.1000,0.0000,0.3991
0.1200,0.0004,0.4189
0.1400,0.0008,0.4870
0.1600,0.0018,0.7626
0.1800,0.0031,1.4032
0.2000,0.0046,2.4136
0.2200,0.0059,3.6239
0.2400,0.0071,4.7756
0.2600,0.0080,5.7837
0.2800,0.0089,6.6327
0.3000,0.0096,7.3220
0.3200,0.0104,7.9110
0.3400,0.0110,8.4682
0.3600,0.0116,8.9693
0.3800,0.0123,9.4277
0.4000,0.0131,9.9416
0.4200,0.0138,10.4789
0.4400,0.0145,11.0194
0.4600,0.0151,11.5555
0.4800,0.0157,12.0354
0.5000,0.0163,12.4480
0.5200,0.0170,12.8569
0.5400,0.0178,13.3490
0.5600,0.0185,13.9247
0.5800,0.0194,14.5157
0.6000,0.0200,15.0946
0.6200,0.0207,15.6060
0.6400,0.0212,16.0856
0.6600,0.0218,16.5399
0.6800,0.0225,17.0070
0.7000,0.0231,17.4714
0.7200,0.0238,17.9024
0.7400,0.0244,18.3636
0.7600,0.0251,18.8544
0.7800,0.0259,19.3447
0.8000,0.0264,19.8604
0.8200,0.0270,20.3375
0.8400,0.0277,20.7917
0.8600,0.0285,21.2752
0.8800,0.0292,21.7902
0.9000,0.0299,22.3142
0.9200,0.0306,22.8304
0.9400,0.0312,23.3293
0.9600,0.0318,23.7845
0.9800,0.0325,24.2148
1.0000,0.0331,24.7053
1.0200,0.0336,25.1748
1.0400,0.0344,25.6070
1.0600,0.0352,26.0923
1.0800,0.0359,26.6299
1.1000,0.0366,27.1868
1.1200,0.0373,27.7296
1.1400,0.0379,28.2414
1.1600,0.0385,28.6894
1.1800,0.0391,29.0976
1.2000,0.0398,29.5164
1.2200,0.0406,30.0361
1.2400,0.0413,30.5660
1.2600,0.0420,31.1283
1.2800,0.0426,31.6505
1.3000,0.0433,32.1102
1.3200,0.0440,32.5642
1.3400,0.0446,33.0246
1.3600,0.0453,33.5023
1.3800,0.0459,33.9623
1.4000,0.0466,34.4299
1.4200,0.0473,34.9288
1.4400,0.0480,35.3983
1.4600,0.0486,35.8797
1.4800,0.0492,36.3427
1.5000,0.0499,36.7580
1.5200,0.0505,37.1672
1.5400,0.0514,37.6290
1.5600,0.0521,38.1467
1.5800,0.0528,38.6772
1.6000,0.0534,39.1795
1.6200,0.0541,39.6596
1.6400,0.0547,40.1252
1.6600,0.0554,40.5479
1.6800,0.0558,41.0031
1.7000,0.0565,41.4258
1.7200,0.0571,41.8461
1.7400,0.0578,42.2755
1.7600,0.0586,42.7428
1.7800,0.0593,43.2710
1.8000,0.0600,43.8039
1.8200,0.0609,44.2740
1.8400,0.0614,44.6794
1.8600,0.0620,45.0351
1.8800,0.0626,45.3658
1.9000,0.0633,45.7765
1.9200,0.0640,46.2528
1.9400,0.0647,46.7854
1.9600,0.0654,47.2986
1.9800,0.0661,47.7759
2.0000,0.0667,48.2528
2.0200,0.0674,48.7347
2.0400,0.0680,49.1853
2.0600,0.0687,49.6283
2.0800,0.0693,50.0643
2.1000,0.0700,50.5079
2.1200,0.0706,50.9643
2.1400,0.0713,51.4305
2.1600,0.0719,51.8911
2.1800,0.0725,52.2892
2.2000,0.0732,52.7080
2.2200,0.0739,53.1878
2.2400,0.0746,53.6714
2.2600,0.0753,54.1642
2.2800,0.0759,54.6295
2.3000,0.0766,55.0828
2.3200,0.0772,55.5378
2.3400,0.0779,56.0062
2.3600,0.0784,56.4629
2.3800,0.0791,56.8758
2.4000,0.0798,57.2919
2.4200,0.0805,57.7446
2.4400,0.0812,58.2276
2.4600,0.0819,58.7394
2.4800,0.0825,59.2337
2.5000,0.0831,59.6956
2.5200,0.0838,60.1042
2.5400,0.0844,60.5138
2.5600,0.0852,60.9802
2.5800,0.0859,61.4947
2.6000,0.0868,62.0376
2.6200,0.0874,62.5483
2.6400,0.0881,63.0433
2.6600,0.0887,63.4934
2.6800,0.0894,63.8992
2.7000,0.0901,64.3178
2.7200,0.0907,64.7755
2.7400,0.0914,65.2242
2.7600,0.0921,65.6689
2.7800,0.0928,66.1484
2.8000,0.0934,66.6266
2.8200,0.0940,67.0709
2.8400,0.0946,67.4818
2.8600,0.0953,67.8657
2.8800,0.0959,68.2900
2.9000,0.0966,68.7615
2.9200,0.0973,69.2202
2.9400,0.0980,69.7023
2.9600,0.0986,70.1639
2.9800,0.0993,70.6185
3.0000,0.0999,71.0493
3.0200,0.1006,71.4706
3.0400,0.1012,71.9198
3.0600,0.1018,72.3209
3.0800,0.1025,72.7400
3.1000,0.1032,73.2055
3.1200,0.1040,73.7101
3.1400,0.1047,74.2203
3.1600,0.1053,74.7270
3.1800,0.1060,75.1912
3.2000,0.1066,75.5988
3.2200,0.1073,76.0108
3.2400,0.1080,76.4632
3.2600,0.1088,76.9632
3.2800,0.1094,77.4820
3.3000,0.1101,77.9697
3.3200,0.1107,78.4044
3.3400,0.1113,78.8032
3.3600,0.1119,79.1943
3.3800,0.1126,79.5947
3.4000,0.1133,80.0039
3.4200,0.1140,80.4563
3.4400,0.1146,80.9119
3.4600,0.1153,81.3607
3.4800,0.1159,81.8341
3.5000,0.1166,82.2556
3.5200,0.1171,82.6623
3.5400,0.1178,83.0364
3.5600,0.1184,83.4270
3.5800,0.1191,83.8657
3.6000,0.1198,84.3286
3.6200,0.1205,84.7751
3.6400,0.1212,85.2361
3.6600,0.1218,85.6948
3.6800,0.1225,86.1383
3.7000,0.1231,86.5895
3.7200,0.1237,87.0292
3.7400,0.1244,87.4330
3.7600,0.1251,87.8413
3.7800,0.1258,88.2940
3.8000,0.1266,88.7737
3.8200,0.1274,89.2938
3.8400,0.1280,89.7944
3.8600,0.1286,90.2423
3.8800,0.1292,90.6180
3.9000,0.1299,91.0109
3.9200,0.1306,91.4008
3.9400,0.1313,91.8614
3.9600,0.1320,92.3730
3.9800,0.1326,92.8482
4.0000,0.1333,93.2833
4.0200,0.1339,93.6957
4.0400,0.1346,94.0783
4.0600,0.1352,94.5220
4.0800,0.1359,94.9927
4.1000,0.1365,95.4373
4.1200,0.1372,95.8388
4.1400,0.1378,96.2425
4.1600,0.1385,96.6573
4.1800,0.1391,97.0708
4.2000,0.1397,97.5241
4.2200,0.1404,97.9293
4.2400,0.1411,98.2907
4.2600,0.1418,98.7124
4.2800,0.1425,99.2102
4.3000,0.1432,99.7338
4.3200,0.1438,100.2192
4.3400,0.1445,100.6353
4.3600,0.1451,100.9868
4.3800,0.1457,101.3717
4.4000,0.1463,101.7867
4.4200,0.1470,102.1835
4.4400,0.1477,102.5738
4.4600,0.1485,103.0218
4.4800,0.1492,103.5100
4.5000,0.1499,103.9919
4.5200,0.1505,104.4767
4.5400,0.1511,104.9264
4.5600,0.1518,105.2930
4.5800,0.1525,105.6572
4.6000,0.1532,106.1198
4.6200,0.1539,106.5954
4.6400,0.1547,107.0648
4.6600,0.1554,107.5373
4.6800,0.1560,107.9383
4.7000,0.1567,108.3296
4.7200,0.1572,108.7355
4.7400,0.1578,109.1447
4.7600,0.1585,109.5622
4.7800,0.1591,109.9716
4.8000,0.1598,110.3893
4.8200,0.1604,110.7999
4.8400,0.1611,111.2087
4.8600,0.1617,111.6174
4.8800,0.1624,112.0010
4.9000,0.1632,112.4052
4.9200,0.1639,112.8190
4.9400,0.1646,113.2752
4.9600,0.1653,113.7655
4.9800,0.1660,114.2303
5.0000,0.1667,114.6446
5.0200,0.1673,115.0392
5.0400,0.1680,115.4332
5.0600,0.1687,115.8406
5.0800,0.1693,116.2589
5.1000,0.1700,116.6596
5.1200,0.1707,117.0592
5.1400,0.1714,117.4479
5.1600,0.1720,117.8482
5.1800,0.1727,118.2686
5.2000,0.1733,118.6749
5.2200,0.1739,119.0241
5.2400,0.1746,119.3459
5.2600,0.1753,119.6842
5.2800,0.1761,120.0610
5.3000,0.1768,120.4893
5.3200,0.1774,120.9173
5.3400,0.1780,121.2718
5.3600,0.1786,121.6085
5.3800,0.1793,121.9869
5.4000,0.1800,122.4156
5.4200,0.1806,122.8351
5.4400,0.1813,123.2637
5.4600,0.1820,123.7018
5.4800,0.1826,124.1274
5.5000,0.1833,124.5816
5.5200,0.1840,125.0086
5.5400,0.1846,125.4261
5.5600,0.1852,125.8146
5.5800,0.1858,126.1797
5.6000,0.1865,126.5617
5.6200,0.1872,127.0123
5.6400,0.1879,127.4983
5.6600,0.1887,127.9685
5.6800,0.1894,128.3876
5.7000,0.1901,128.8246
5.7200,0.1907,129.2682
5.7400,0.1912,129.7079
5.7600,0.1918,130.0993
5.7800,0.1925,130.4669
5.8000,0.1933,130.8791
5.8200,0.1940,131.3428
5.8400,0.1947,131.7859
5.8600,0.1953,132.2429
5.8800,0.1959,132.6860
5.9000,0.1964,133.0792
5.9200,0.1973,133.4565
5.9400,0.1980,133.8878
5.9600,0.1987,134.3572
5.9800,0.1994,134.8533
6.0000,0.2001,135.3335
6.0200,0.2007,135.7944
6.0400,0.2014,136.2241
6.0600,0.2020,136.6367
6.0800,0.2027,137.0493
6.1000,0.2034,137.4598
6.1200,0.2040,137.8534
6.1400,0.2047,138.2356
6.1600,0.2053,138.6830
6.1800,0.2060,139.1327
6.2000,0.2066,139.5444
6.2200,0.2073,139.9496
6.2400,0.2079,140.3591
6.2600,0.2086,140.7518
6.2800,0.2093,141.1772
6.3000,0.2101,141.6538
6.3200,0.2107,142.1399
6.3400,0.2114,142.5786
6.3600,0.2120,142.9850
6.3800,0.2126,143.3818
6.4000,0.2133,143.7817
6.4200,0.2138,144.1891
6.4400,0.2145,144.5351
6.4600,0.2151,144.8770
6.4800,0.2158,145.2822
6.5000,0.2165,145.7503
6.5200,0.2172,146.2300
6.5400,0.2178,146.6809
6.5600,0.2185,147.0775
6.5800,0.2191,147.4490
6.6000,0.2199,147.8751
6.6200,0.2206,148.3365
6.6400,0.2214,148.8481
6.6600,0.2221,149.3438
6.6800,0.2228,149.8054
6.7000,0.2234,150.2217
6.7200,0.2241,150.6250
6.7400,0.2247,151.0300
6.7600,0.2254,151.4248
6.7800,0.2261,151.8560
6.8000,0.2267,152.3024
6.8200,0.2274,152.7190
6.8400,0.2280,153.1345
6.8600,0.2287,153.5342
6.8800,0.2293,153.9254
6.9000,0.2299,154.3069
6.9200,0.2306,154.6825
6.9400,0.2313,155.0957
6.9600,0.2320,155.5596
6.9800,0.2327,156.0308
7.0000,0.2334,156.5032
7.0200,0.2340,156.9206
