Time,Displacement,Force
(s),(mm),(N)
0.0000,-0.0001,0.0811
0.0200,0.0004,0.0888
0.0400,0.0022,0.1703
0.0600,0.0067,0.7824
0.0800,0.0146,2.5355
0.1000,0.0244,5.8340
0.1200,0.0344,10.2941
0.1400,0.0436,15.0634
0.1600,0.0517,19.4961
0.1800,0.0593,23.3552
0.2000,0.0662,26.6780
0.2200,0.0730,29.7023
0.2400,0.0796,32.4978
0.2600,0.0865,35.2449
0.2800,0.0933,38.0411
0.3000,0.0999,40.8395
0.3200,0.1067,43.6148
0.3400,0.1133,46.4066
0.3600,0.1198,49.1474
0.3800,0.1267,51.8106
0.4000,0.1338,54.5314
0.4200,0.1405,57.3505
0.4400,0.1473,60.1012
0.4600,0.1542,62.8343
0.4800,0.1608,65.5812
0.5000,0.1674,68.2411
0.5200,0.1742,70.8241
0.5400,0.1809,73.4156
0.5600,0.1874,76.0355
0.5800,0.1942,78.6181
0.6000,0.2008,81.2117
0.6200,0.2072,83.7860
0.6400,0.2138,86.2658
0.6600,0.2205,88.7629
0.6800,0.2269,91.3017
0.7000,0.2335,93.7802
0.7200,0.2402,96.2665
0.7400,0.2469,98.7836
0.7600,0.2537,101.3128
0.7800,0.2605,103.8863
0.8000,0.2674,106.4903
0.8200,0.2741,109.0938
0.8400,0.2809,111.6199
0.8600,0.2876,114.1275
0.8800,0.2942,116.6321
0.9000,0.3007,119.0869
0.9200,0.3074,121.5250
0.9400,0.3140,123.9627
0.9600,0.3205,126.3498
0.9800,0.3270,128.6925
1.0000,0.3336,131.0702
1.0200,0.3401,133.4495
1.0400,0.3467,135.7983
1.0600,0.3536,138.1846
1.0800,0.3601,140.6530
1.1000,0.3667,143.0845
1.1200,0.3736,145.4843
1.1400,0.3805,147.9436
1.1600,0.3872,150.4264
1.1800,0.3941,152.8599
1.2000,0.4009,155.3149
1.2200,0.4076,157.7834
1.2400,0.4143,160.1915
1.2600,0.4211,162.5519
1.2800,0.4275,164.9430
1.3000,0.4339,167.2235
1.3200,0.4406,169.4319
1.3400,0.4471,171.6801
