Time,Displacement,Force,Strain 1
(s),(mm),(kN),(%)
0.00000,0.00000,0.00020,-0.00010
0.02000,0.00010,0.00010,-0.00010
0.04000,0.00020,0.00010,-0.00010
0.06000,0.00040,0.00030,-0.00010
0.08000,0.00070,0.00070,-0.00010
0.10000,0.00130,0.00120,0.00000
0.12000,0.00180,0.00170,0.00010
0.14000,0.00220,0.00230,0.00020
0.16000,0.00270,0.00280,0.00020
0.18000,0.00300,0.00330,0.00030
0.20000,0.00340,0.00400,0.00040
0.22000,0.00360,0.00470,0.00050
0.24000,0.00390,0.00520,0.00050
0.26000,0.00420,0.00570,0.00060
0.28000,0.00450,0.00620,0.00070
0.30000,0.00480,0.00670,0.00070
0.32000,0.00520,0.00730,0.00080
0.34000,0.00560,0.00790,0.00100
0.36000,0.00610,0.00860,0.00110
0.38000,0.00650,0.00940,0.00120
0.40000,0.00690,0.01010,0.00130
0.42000,0.00720,0.01080,0.00140
0.44000,0.00760,0.01140,0.00150
0.46000,0.00790,0.01200,0.00160
0.48000,0.00810,0.01260,0.00170
0.50000,0.00840,0.01300,0.00170
0.52000,0.00870,0.01330,0.00180
0.54000,0.00890,0.01360,0.00190
0.56000,0.00920,0.01410,0.00190
0.58000,0.00950,0.01440,0.00200
0.60000,0.00980,0.01490,0.00200
0.62000,0.01020,0.01560,0.00210
0.64000,0.01060,0.01640,0.00220
0.66000,0.01110,0.01720,0.00230
0.68000,0.01150,0.01800,0.00240
0.70000,0.01190,0.01890,0.00250
0.72000,0.01220,0.01970,0.00260
0.74000,0.01260,0.02050,0.00270
0.76000,0.01290,0.02110,0.00280
0.78000,0.01320,0.02180,0.00280
0.80000,0.01350,0.02240,0.00290
0.82000,0.01370,0.02280,0.00300
0.84000,0.01400,0.02350,0.00300
0.86000,0.01420,0.02410,0.00310
0.88000,0.01450,0.02470,0.00310
0.90000,0.01480,0.02520,0.00310
0.92000,0.01520,0.02570,0.00320
0.94000,0.01560,0.02650,0.00330
0.96000,0.01600,0.02730,0.00340
