Time,Displacement,Force
(s),(mm),(N)
0.0000,0.0000,0.1184
0.0200,0.0004,0.1377
0.0400,0.0021,0.1539
0.0600,0.0086,0.7593
0.0800,0.0176,2.8719
0.1000,0.0269,6.2167
0.1200,0.0360,10.0643
0.1400,0.0445,13.8746
0.1600,0.0525,17.4173
0.1800,0.0600,20.5809
0.2000,0.0672,23.4418
0.2200,0.0741,26.0689
0.2400,0.0809,28.6260
0.2600,0.0875,31.1127
0.2800,0.0941,33.5006
0.3000,0.1007,35.8687
0.3200,0.1073,38.2226
0.3400,0.1140,40.5665
0.3600,0.1205,42.9433
0.3800,0.1271,45.3103
0.4000,0.1338,47.6197
0.4200,0.1402,49.9169
0.4400,0.1467,52.1814
0.4600,0.1532,54.4037
0.4800,0.1600,56.6625
0.5000,0.1666,58.9895
0.5200,0.1734,61.2996
0.5400,0.1804,63.6353
0.5600,0.1872,66.0242
0.5800,0.1940,68.3998
0.6000,0.2006,70.7203
0.6200,0.2073,72.9845
0.6400,0.2142,75.2261
0.6600,0.2209,77.4718
0.6800,0.2276,79.7046
0.7000,0.2342,81.9373
0.7200,0.2407,84.1701
0.7400,0.2473,86.3520
0.7600,0.2539,88.5245
0.7800,0.2604,90.6807
0.8000,0.2670,92.8071
0.8200,0.2737,94.9207
0.8400,0.2801,97.0760
0.8600,0.2868,99.2207
0.8800,0.2935,101.3621
0.9000,0.3003,103.5155
0.9200,0.3071,105.7002
0.9400,0.3139,107.9120
0.9600,0.3206,110.0762
0.9800,0.3274,112.2657
1.0000,0.3340,114.3824
1.0200,0.3407,116.4514
1.0400,0.3473,118.5444
1.0600,0.3538,120.6307
1.0800,0.3605,122.6794
1.1000,0.3674,124.7793
1.1200,0.3740,126.9308
1.1400,0.3806,128.9989
1.1600,0.3873,130.9957
1.1800,0.3938,133.0077
1.2000,0.4002,135.0086
1.2200,0.4069,136.9258
1.2400,0.4138,138.8412
1.2600,0.4205,140.7937
1.2800,0.4272,142.7256
1.3000,0.4341,144.6661
1.3200,0.4408,146.6878
1.3400,0.4475,148.7355
1.3600,0.4544,150.7598
1.3800,0.4611,152.8439
1.4000,0.4675,154.8675
1.4200,0.4741,156.8168
1.4400,0.4807,158.7611
1.4600,0.4871,160.7006
1.4800,0.4938,162.6545
1.5000,0.5007,164.6582
1.5200,0.5072,166.7003
1.5400,0.5138,168.7102
1.5600,0.5205,170.6950
1.5800,0.5272,172.7214
1.6000,0.5338,174.7369
1.6200,0.5406,176.7206
1.6400,0.5474,178.7663
1.6600,0.5540,180.7894
