Time,Displacement,Force,Strain 1
(s),(mm),(kN),(%)
0.0000,0.0000,0.0060,-0.0027
0.0200,0.0001,0.0059,-0.0027
0.0400,0.0002,0.0059,-0.0027
0.0600,0.0004,0.0062,-0.0027
0.0800,0.0005,0.0074,-0.0026
0.1000,0.0008,0.0087,-0.0025
0.1200,0.0012,0.0105,-0.0024
0.1400,0.0016,0.0133,-0.0022
0.1600,0.0020,0.0166,-0.0019
0.1800,0.0026,0.0203,-0.0016
0.2000,0.0032,0.0242,-0.0013
0.2200,0.0036,0.0280,-0.0010
0.2400,0.0040,0.0317,-0.0007
0.2600,0.0044,0.0347,-0.0005
0.2800,0.0047,0.0373,-0.0003
0.3000,0.0050,0.0395,-0.0002
0.3200,0.0053,0.0415,0.0000
0.3400,0.0056,0.0433,0.0001
0.3600,0.0058,0.0452,0.0002
0.3800,0.0061,0.0471,0.0003
0.4000,0.0065,0.0489,0.0005
0.4200,0.0069,0.0512,0.0007
0.4400,0.0073,0.0537,0.0008
0.4600,0.0077,0.0565,0.0010
0.4800,0.0081,0.0597,0.0013
0.5000,0.0086,0.0627,0.0015
0.5200,0.0089,0.0655,0.0017
0.5400,0.0092,0.0679,0.0019
0.5600,0.0095,0.0701,0.0020
0.5800,0.0098,0.0719,0.0022
0.6000,0.0101,0.0738,0.0023
0.6200,0.0103,0.0756,0.0025
0.6400,0.0106,0.0775,0.0026
0.6600,0.0109,0.0793,0.0027
0.6800,0.0111,0.0810,0.0029
0.7000,0.0115,0.0827,0.0030
0.7200,0.0118,0.0846,0.0031
0.7400,0.0122,0.0867,0.0032
0.7600,0.0126,0.0890,0.0034
0.7800,0.0130,0.0916,0.0035
0.8000,0.0134,0.0944,0.0038
0.8200,0.0139,0.0974,0.0041
0.8400,0.0142,0.1000,0.0043
0.8600,0.0145,0.1024,0.0044
0.8800,0.0148,0.1043,0.0045
0.9000,0.0151,0.1060,0.0046
0.9200,0.0154,0.1077,0.0048
0.9400,0.0156,0.1095,0.0050
0.9600,0.0159,0.1112,0.0051
0.9800,0.0162,0.1128,0.0051
1.0000,0.0164,0.1141,0.0052
1.0200,0.0168,0.1158,0.0054
1.0400,0.0172,0.1179,0.0056
1.0600,0.0176,0.1204,0.0057
1.0800,0.0181,0.1231,0.0059
1.1000,0.0185,0.1255,0.0061
1.1200,0.0189,0.1278,0.0062
1.1400,0.0192,0.1297,0.0064
1.1600,0.0195,0.1309,0.0064
1.1800,0.0198,0.1303,0.0062
1.2000,0.0201,0.1243,0.0056
1.2200,0.0204,0.1146,0.0048
1.2400,0.0207,0.1071,0.0043
1.2600,0.0209,0.1037,0.0042
1.2800,0.0212,0.1029,0.0041
1.3000,0.0215,0.1033,0.0040
1.3200,0.0218,0.1045,0.0040
1.3400,0.0221,0.1061,0.0042
1.3600,0.0226,0.1080,0.0045
1.3800,0.0230,0.1104,0.0047
1.4000,0.0234,0.1133,0.0048
1.4200,0.0238,0.1163,0.0049
1.4400,0.0242,0.1191,0.0051
1.4600,0.0246,0.1219,0.0055
1.4800,0.0249,0.1241,0.0057
1.5000,0.0252,0.1259,0.0058
1.5200,0.0254,0.1278,0.0058
1.5400,0.0257,0.1293,0.0059
1.5600,0.0260,0.1307,0.0061
1.5800,0.0262,0.1322,0.0063
1.6000,0.0265,0.1335,0.0064
1.6200,0.0268,0.1350,0.0064
1.6400,0.0271,0.1368,0.0065
1.6600,0.0275,0.1389,0.0066
1.6800,0.0280,0.1413,0.0069
1.7000,0.0284,0.1439,0.0071
1.7200,0.0288,0.1465,0.0073
1.7400,0.0291,0.1491,0.0073
1.7600,0.0295,0.1512,0.0074
1.7800,0.0298,0.1530,0.0077
1.8000,0.0301,0.1548,0.0079
1.8200,0.0304,0.1565,0.0080
1.8400,0.0307,0.1582,0.0080
1.8600,0.0310,0.1597,0.0081
1.8800,0.0312,0.1612,0.0083
1.9000,0.0315,0.1624,0.0084
1.9200,0.0318,0.1638,0.0086
1.9400,0.0321,0.1652,0.0086
1.9600,0.0325,0.1668,0.0086
1.9800,0.0329,0.1688,0.0088
2.0000,0.0334,0.1711,0.0091
2.0200,0.0338,0.1737,0.0093
2.0400,0.0342,0.1762,0.0095
2.0600,0.0346,0.1785,0.0095
2.0800,0.0349,0.1805,0.0097
2.1000,0.0352,0.1823,0.0098
2.1200,0.0355,0.1839,0.0100
2.1400,0.0357,0.1852,0.0101
2.1600,0.0360,0.1864,0.0101
2.1800,0.0363,0.1877,0.0102
2.2000,0.0365,0.1889,0.0103
2.2200,0.0368,0.1900,0.0105
2.2400,0.0371,0.1912,0.0107
2.2600,0.0375,0.1929,0.0107
2.2800,0.0379,0.1950,0.0108
2.3000,0.0384,0.1973,0.0110
2.3200,0.0388,0.2000,0.0112
2.3400,0.0392,0.2024,0.0115
2.3600,0.0395,0.2046,0.0116
2.3800,0.0399,0.2065,0.0117
2.4000,0.0402,0.2082,0.0118
2.4200,0.0405,0.2100,0.0119
2.4400,0.0408,0.2118,0.0121
2.4600,0.0410,0.2134,0.0122
2.4800,0.0413,0.2147,0.0123
2.5000,0.0416,0.2161,0.0124
2.5200,0.0418,0.2174,0.0124
2.5400,0.0422,0.2188,0.0126
2.5600,0.0425,0.2204,0.0128
2.5800,0.0429,0.2223,0.0129
2.6000,0.0433,0.2244,0.0130
2.6200,0.0438,0.2270,0.0132
2.6400,0.0442,0.2295,0.0135
2.6600,0.0446,0.2320,0.0137
2.6800,0.0449,0.2343,0.0139
2.7000,0.0452,0.2361,0.0139
2.7200,0.0455,0.2378,0.0140
2.7400,0.0457,0.2393,0.0141
2.7600,0.0460,0.2407,0.0143
2.7800,0.0463,0.2420,0.0144
2.8000,0.0466,0.2432,0.0145
2.8200,0.0468,0.2447,0.0146
2.8400,0.0471,0.2462,0.0146
2.8600,0.0475,0.2478,0.0148
2.8800,0.0478,0.2497,0.0150
2.9000,0.0483,0.2518,0.0152
2.9200,0.0487,0.2543,0.0153
2.9400,0.0491,0.2570,0.0155
2.9600,0.0496,0.2596,0.0157
2.9800,0.0499,0.2619,0.0160
3.0000,0.0502,0.2638,0.0161
3.0200,0.0505,0.2657,0.0162
3.0400,0.0508,0.2676,0.0163
3.0600,0.0511,0.2692,0.0164
3.0800,0.0514,0.2706,0.0166
3.1000,0.0516,0.2720,0.0167
3.1200,0.0519,0.2733,0.0168
3.1400,0.0522,0.2748,0.0169
3.1600,0.0525,0.2763,0.0170
3.1800,0.0528,0.2781,0.0172
3.2000,0.0532,0.2802,0.0174
3.2200,0.0537,0.2827,0.0175
3.2400,0.0541,0.2852,0.0177
3.2600,0.0545,0.2877,0.0178
3.2800,0.0549,0.2903,0.0180
3.3000,0.0552,0.2925,0.0182
3.3200,0.0555,0.2944,0.0184
3.3400,0.0558,0.2961,0.0185
3.3600,0.0561,0.2978,0.0186
3.3800,0.0564,0.2994,0.0187
3.4000,0.0566,0.3008,0.0189
3.4200,0.0569,0.3024,0.0190
3.4400,0.0572,0.3039,0.0191
3.4600,0.0575,0.3054,0.0192
3.4800,0.0578,0.3069,0.0193
3.5000,0.0582,0.3091,0.0195
3.5200,0.0587,0.3115,0.0197
3.5400,0.0591,0.3142,0.0199
3.5600,0.0596,0.3170,0.0201
3.5800,0.0599,0.3196,0.0202
3.6000,0.0602,0.3218,0.0204
3.6200,0.0605,0.3236,0.0206
3.6400,0.0609,0.3254,0.0207
3.6600,0.0611,0.3271,0.0209
3.6800,0.0614,0.3285,0.0210
3.7000,0.0617,0.3300,0.0211
3.7200,0.0619,0.3313,0.0212
3.7400,0.0622,0.3327,0.0213
3.7600,0.0625,0.3341,0.0214
3.7800,0.0628,0.3356,0.0215
3.8000,0.0632,0.3373,0.0217
3.8200,0.0636,0.3394,0.0219
3.8400,0.0640,0.3420,0.0221
3.8600,0.0644,0.3448,0.0223
3.8800,0.0648,0.3474,0.0225
3.9000,0.0652,0.3498,0.0226
3.9200,0.0655,0.3521,0.0228
3.9400,0.0658,0.3540,0.0230
3.9600,0.0661,0.3557,0.0231
3.9800,0.0664,0.3573,0.0232
4.0000,0.0666,0.3588,0.0233
4.0200,0.0669,0.3603,0.0234
4.0400,0.0672,0.3618,0.0235
4.0600,0.0675,0.3633,0.0237
4.0800,0.0678,0.3649,0.0238
4.1000,0.0682,0.3669,0.0239
4.1200,0.0686,0.3694,0.0241
4.1400,0.0691,0.3722,0.0243
4.1600,0.0695,0.3750,0.0246
4.1800,0.0699,0.3775,0.0248
4.2000,0.0702,0.3799,0.0249
4.2200,0.0706,0.3821,0.0250
4.2400,0.0709,0.3839,0.0252
4.2600,0.0712,0.3856,0.0253
4.2800,0.0714,0.3873,0.0255
4.3000,0.0717,0.3888,0.0255
4.3200,0.0719,0.3903,0.0256
4.3400,0.0722,0.3918,0.0257
4.3600,0.0725,0.3932,0.0259
4.3800,0.0727,0.3947,0.0260
4.4000,0.0731,0.3962,0.0261
4.4200,0.0735,0.3982,0.0262
4.4400,0.0739,0.4006,0.0264
4.4600,0.0744,0.4033,0.0266
4.4800,0.0748,0.4060,0.0268
4.5000,0.0752,0.4087,0.0270
4.5200,0.0755,0.4111,0.0272
4.5400,0.0759,0.4133,0.0273
4.5600,0.0762,0.4150,0.0275
4.5800,0.0764,0.4168,0.0277
4.6000,0.0767,0.4183,0.0278
4.6200,0.0770,0.4198,0.0279
4.6400,0.0772,0.4213,0.0279
4.6600,0.0775,0.4226,0.0281
4.6800,0.0778,0.4241,0.0282
4.7000,0.0782,0.4259,0.0284
